external_name,internal_name,category_label,match
Ronseal Quick Drying Decking Stain Rich Mahogany - 5L,"Ronseal Quick Drying Decking Stain makes your deck look great without taking all day to do it. Unlike other stains, there's no need to strip back each year, simply clean the deck and reapply. It can be recoated in just 15 minutes. It can be used on any soft or hard wood decking and, because it doesn't peel or flake, it makes maintaining the deck much easier. Choose this for decking protection from weather, scuffs and stains without the fuss.

No flaking or peeling
Naturally slip resistant
Recoat in 15 minutes
Keeps you deck protected and looking great","Decking Stain, Oil & Varnish",1
Ronseal Decking Protector Natural Oak - 5L,"Ronseal's Decking Protector protects decks by preventing water from soaking in, avoiding damage caused through swelling and splitting. It's wax enriched; making it highly waterproof which helps to prevent this damage from happening. It also protects from the sun, preventing greying and keeping your deck looking great for longer.

Waterproofs to prevent swelling and splitting
Protects against sun damage to prevent greying
Scuff resistant
Translucent finish
Natural finish","Decking Stain, Oil & Varnish",1
Absco 5 x 5ft Space Saver Metal Pent Shed - Grey,"This Absco 5 x 5 space saver grey metal shed is a hardwearing, secure and easy to build shed. This low maintenance shed is easy to construct and is delivered in pre-assembled panels. The snap-tite construction system simply slots together for a hassle free installation. This building is made from tough bluescope steel which is very strong and resistant to rust. The strong steel makes this shed ideal for storing valuable or heavy items and can be padlocked together for added security (not supplied). This metal shed has a pent roof which prevents the build-up of rainwater. This garden shed is very durable and is designed to withstand many weather conditions. If anchored to the ground this metal shed can withstand strong wind conditions of up to 147kmph. This metal shed is perfect for any almost any garden and provides a secure place to store away all your gardening equipment, tools and bicycles. Complete with a 12 year written warranty against rust and corrosion, you can be sure this spacious storage building will last for many years to come.All Absco sheds products come with a 12 year written warranty against rust and corrosion. All products have been engineered and manufactured using quality endorsed materials.This item is delivered direct to you from one of our suppliers, please see our terms & conditions for details.

12 year anti rust and corrosion guarantee
Simple Snap-Tite Assembly - SNAPTiTE is an innovative patented design that dramatically reduces the time and effort required to assemble the range of Absco Sheds
Made from robust, high tensile steel- made using 30 Gauge 0.3mm steel, this garden building is made to last
Designed and tested to withstand 147kmph winds-With a wind rating of N2, when properly installed your metal shed will able to withstand anything that the great British weather can throw at it
Rolled safety edged panels- each step of this building has been made to ensure safety and longevity",Shed & Outdoor Building Deals,1
Shire Shed Overlap 6x3 Pent,"This pressure treated 6' x 3' Overlap Double Door Pent shed provides excellent additional storage with wide double doors in the 6' gable giving easy access to the entire space. Every home can find a use for this handy building! It is manufactured from high grade, slow grown, FSC approved, European pine cladding boards over 34mm square framing. The pressure treatment gives this shed a long life with the minimum of maintenance although you can paint or stain it for decoration. The doors are fitted with a hasp and staple catch ready for your own padlock. Both roof and floor are constructed from solid sheet OSB. There are no windows in this model. All fixings, mineral roof felt and assembly instructions are provided. Please note, we also only pressure treat complete assembled panels in our factory to avoid cutting and exposing timber ends. This ensures a complete pressure treated finish. (Imperial dimensions are approximate to the nearest foot, please refer to the exact metric dimensions given) Following your order, you will be sent a link to choose your delivery day. On the morning of delivery day you will also receive tracking information.

Wide opening double doors for easy access
Attractive rustic appearance
Made in Britain from High grade pine.",Shed & Outdoor Building Deals,1
Kraus Premium Rigid Core Luxury Vinyl Floor Tiles - Epping,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology with a natural texture.  Ideal for use throughout the house in all living spaces with its golden brown hues and deep wood grain effect, this finish gives a warm and inviting feel to your rooms.  Cuts easily with a knife to install quickly and simply with the click system. Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Hadley Light Oak,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  Ideal for use throughout the house in all living spaces.  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Ronseal Quick Drying Decking Stain Golden Cedar - 5L,"Ronseal Quick Drying Decking Stain makes your deck look great without taking all day to do it. Unlike other stains, there's no need to strip back each year, simply clean the deck and reapply. It can be recoated in just 15 minutes. It can be used on any soft or hard wood decking and, because it doesn't peel or flake, it makes maintaining the deck much easier. Choose this for decking protection from weather, scuffs and stains without the fuss.

No flaking or peeling
Naturally slip resistant
Recoat in 15 minutes
Keeps you deck protected and looking great","Decking Stain, Oil & Varnish",1
Sandtex Rapid Dry Primer Undercoat - White - 2.5L,"Forming a tough foundation the Sandtex Rapid Dry Primer Undercoat range performs like a quality solvent-based undercoat with Sandtex Advanced Water Based Hybrid technology.

Touch dry in 2 hours.
Excellent flow for easy application
Advanced water based hybrid technology",Exterior Wood Paint,1
Ronseal Shed & Fence Preserver Autumn Brown - 5L,"Ronseal Shed and Fence Preserver is a traditional solvent-based preserver, that protects your wood from rot, decay, burrowing insects and fungi. It protects from woodworm, waterproofs and is available in traditional colours so your wood stays protected and looking its best. 

2 in 1 protection
Preserves against insect attack
Waterproofs to prevent water ingress
Protects against woodworm attack and re-infestation","Decking Stain, Oil & Varnish",1
Sandtex Rapid Dry Primer Undercoat - Dark Grey - 750ml,Forming a tough foundation the Sandtex Rapid Dry Primer Undercoat range performs like a quality solvent-based undercoat with Sandtex Advanced Water Based Hybrid technology.,Exterior Wood Paint,1
Dulux Weathershield Multi Surface Paint - Hazelnut Truffle - 750ml,"Dulux Weathershield Multi Surface Quick Dry Satin is a water-based finish that can be used on exterior wood, metal and uPVC and guarantees 6 year weather protection. The weatherproof paint film is mould resistant to minimise staining and flexible to prevent cracking. This keeps your paintwork looking better for longer compared to conventional Dulux paints.

Long lasting protection
Mould resistant
Flexible paint film
Water based",Exterior Wood Paint,1
Sandtex® Exterior 10 Year Gloss Paint Chestnut Brown - 750ml,"This durable exterior gloss paint from Sandtex® provides an ultra-glossy weatherproof finish to exterior surfaces with up to 10 years protection against the elements. Sandtex® 10 Year Exterior Gloss is long-lasting and versatile, making it the perfect choice for transforming outdoor wood, metal and PVCu surfaces. Whether you are looking to brighten up your doors and window frames or make a statement with your garden planters, this wipeable paint gives complete coverage and protection to many surfaces outside the home.Our solvent-based gloss has a superior, flexible paint formulation which helps to prevent peeling and cracking, making it ideal for giving a durable, mirror-shine to many exterior features including doors, windows, gates, railings, garden sheds and playhouses. All products in the Sandtex® 10 Year Exterior Gloss range are packaged in fully recyclable materials.Chestnut Brown – a Traditional Deep, Rich Brown Exterior Gloss Paint. One of eight classic and vibrant colours in this range, Chestnut Brown is a deep, rich multi-surface exterior gloss that can add a touch of glossy colour and a complementary look to many exterior surfaces in the home and garden.“A traditional deep, rich brown which blends well and provides a perfect backdrop for flora and fauna”- Sandtex® Colour Specialist. Sandtex® - If it's outside, we've got it covered.

10 years protection
Tough, waterproof, long lasting finish
Flexible formulation resists cracking
Ultra mirror shine, glossy finish
Available in eight classic and vibrant shades",Exterior Wood Paint,1
